mathematics_term1,mathematics_term2,mathematics_term3,english_term1,english_term2,english_term3,science_term1,science_term2,science_term3,history_term1,history_term2,history_term3,geography_term1,geography_term2,geography_term3,monday_hours,tuesday_hours,wednesday_hours,thursday_hours,friday_hours,saturday_hours,sunday_hours,assignment_completion_rate,national_exam_score
82.45071229516849,95.99033154879004,64.87232587538428,46.382886631839135,62.04759592552599,68.64360476965945,58.28877962650368,86.77777623465565,74.50462104420659,86.48103234020024,64.82257904269167,57.32730468998585,92.62221086378537,75.17604554582904,71.6363856667772,1.9282883917705353,2.439653646354488,1.8300894158458514,2.160917595011385,2.1325535472561215,2.1741431238334092,3.0,71.42367555051094,72.72536538468685
72.92603548243223,88.86950524369153,72.83221993926723,62.09422483830747,74.53194766591373,68.19878837424218,65.53603749393315,48.33478556444698,67.44524609436606,91.10119053615668,70.41750805419521,81.49275603779961,46.815285828692595,82.91157977789995,71.8374792201813,1.983672048129845,2.0196545993717328,2.0910674355055883,1.609321152191527,1.769738289419343,2.141661796267833,1.9900342191713776,83.73210748334058,72.31749037897416
84.71532807151038,75.89445554880261,63.11370118500058,68.79591699867534,75.2702530806667,48.06535241054978,60.869097246386325,85.72118474833418,72.41437563819507,82.48034868203317,66.03928408432286,91.66129758621963,70.08307416183806,50.83495848172249,100.0,2.032147439293791,1.543837242966821,2.679885946664157,2.3456781905402626,1.8309066415087658,1.5317400770972545,1.8437164709893366,96.53768539088567,76.29627458472876
97.84544784612038,65.2959483344164,70.38057705541439,100.0,82.08945518765108,70.04864712447844,66.78006271888293,71.49413913222412,85.7209759127655,45.862534635573454,76.6562707041918,86.32777460705915,74.37509964927997,61.2015274433077,87.13966355896952,2.47343073082309,1.7687504234000153,1.9776456216202074,1.7048191540973345,1.711987414761666,2.2897921108818693,1.7388200370729425,85.68651457074283,75.80054738737827
71.48769937914996,85.47334970420386,46.59577999569321,83.34829686800637,54.4971245507876,85.99243622732618,71.78774533933216,85.61186566296571,94.16784982545771,72.66866351208361,92.95767797192869,91.26716287285932,75.23862987599446,72.77732199752657,100.0,1.6263913457566281,2.171426732890824,1.5569436743261749,2.3747775187225644,2.958629767252036,1.254958662211691,2.1881835185995544,94.39088943631131,79.69143367646103
71.4879456457623,80.90228078132624,78.19940561059408,54.96777646350163,83.88850910770996,55.88651821384808,87.55731729497077,86.65397538532243,83.55730996295361,57.66438637624627,63.43436764288193,71.82165703202637,77.70744084117122,61.70002447973438,67.54555300619248,1.57682650424367,2.9092321891907966,1.1901550672416867,1.8629442623096393,2.7319503930871614,1.6729078371198356,2.193291294585465,79.07885878664996,72.59885289755515
98.68819223261087,88.42789830041599,75.01808213043337,82.29054434126455,34.43412552595837,90.72723976575888,70.18261441941446,99.11872591678735,76.52584812707654,71.9609134062289,90.01230746652621,68.00071547736532,84.1565972971424,62.76612343171275,73.72550104667779,2.618309871071488,1.7579901884018607,2.2565239337051253,1.1394764371851687,2.2776470950068077,1.000456093551096,2.475313936563256,76.90083143210819,74.90321920896497
86.51152093729362,84.52757702522955,62.74367053397714,51.79044016592452,65.55173171454284,82.31662231626507,51.21561439845611,95.30180471431805,97.47017655456642,89.70006354200841,63.274918914796686,63.946479716523015,74.46888841431974,69.75206005385344,55.01811352085029,1.7686776290593509,2.4023937217636995,2.1236440628138697,1.5087918797595314,2.662654498633869,2.779313258481407,1.5369689178254935,93.48873830285048,76.51985302657016
67.95788421097572,90.74329072979003,84.88868502648607,91.2403658083061,67.67589236322684,63.98650017043443,92.10101769742741,95.19857493915444,70.30745290422716,79.57726253812459,62.28559181254674,74.16155300079606,69.47912576784479,84.7437199746926,62.85649796865641,1.368482323211467,1.83597177466162,1.6770459133688518,1.7847926456563579,2.3992306694889414,1.8842252530273522,1.8437525609293695,88.69265534656189,76.21095446614754
83.13840065378947,66.97147182659148,89.06355206439838,67.93313022273182,84.49990239106857,72.87705543993229,62.443647995774406,96.65505478749358,90.46379007550361,92.2213629959615,87.2789192751482,73.8211380604677,68.88615983010456,69.85923334682784,100.0,1.757435028950065,2.055234377943068,2.513007062853649,2.6840945118742887,2.0906355797570275,3.0,3.0,73.14403992225542,79.15942223010957
68.04873460781306,94.76091098451488,50.88660203446538,73.59545716891243,75.33946279015304,98.9748271146155,74.11919359343057,79.37068477223919,70.67905802473082,80.1263088107031,88.82904567011425,78.10016442808674,65.82726296942468,91.1763929170942,67.16948565237365,1.8349736323779995,2.7576983746317962,1.7891115678061849,2.4505718152646123,1.2472143294901583,2.4014749632597474,2.112295316624996,76.9915908383721,75.57688087632175
68.01405369644614,77.963994070386,63.55912832150679,94.88694971313285,53.9165541921557,86.00321720258799,81.69804760411067,75.48277630555259,81.4653443701634,55.52511090496646,87.77114905143982,73.06053814446739,86.81314986490298,60.03363326010968,100.0,2.7774813638628824,2.3821462907102164,1.9326779540876025,2.811930706161071,1.8689180399374299,2.2240491066755124,1.9137378133366267,100.0,81.00102327262127
78.62943407349051,100.0,63.46286475319053,55.692546471236255,60.225103112744776,75.13175482347222,77.99415627604174,88.09225624767501,73.29656152814323,37.18729490140898,55.26303887672788,72.99558405409843,65.30207280785228,56.221166092898216,56.34956608980164,2.4624131061883685,1.3793503636295217,1.9916679333510283,2.826817608014929,1.832481053990824,1.7068861528595003,1.5291911172081492,75.75444780530684,68.85968017040533
46.30079633013303,64.66218272865649,60.90145348336703,54.04322722330513,77.9802001432111,71.43475024558524,91.41269321282213,85.98121427149533,74.16221726020784,77.23213142519386,68.01073532891924,63.34958920541784,87.70156663512367,100.0,59.19796448890085,2.573760308316121,1.7137624880942046,1.8245236289309559,1.7326245977045425,1.4334624134539216,1.47682498215629,2.252967152910376,94.34328746725997,74.55198691709451
49.12623251230451,100.0,87.44212262897622,66.24601010480993,73.81398987203166,76.14913605677489,82.18504715089138,70.36400644892609,69.33920223806685,71.79110300473252,87.34482888004982,89.12428520327236,75.28498623389807,65.13062808501734,69.88153168464868,2.4099868211733932,2.6281106722206795,2.1179325328747853,1.9057565701205852,1.256918862696692,2.2614857869484726,2.515509108521222,80.218133027663,75.74940849023798
66.5656870613854,77.96866175193972,72.09260791840795,90.57568276528974,66.3131383554638,67.32354663086545,62.08035630454338,81.07235113212403,95.17281046771042,60.34581390927177,75.62312760845842,76.14777093365566,67.18117789715805,55.336319893917604,74.04375117481233,2.473121835807657,2.070939021314248,2.5757575729665003,1.7943600378347309,2.2463596732835125,1.964242995363509,2.4372938229049037,84.96824143232868,75.32838420959452
59.80753319498364,65.22872994578327,71.03227738034084,52.209808867847364,67.78749315732031,43.42875741421478,100.0,74.47355299823109,64.00610942837197,49.49059125522933,58.89460730703804,72.38334098572076,84.27610823616202,48.86919087342254,88.84630938675194,1.6559589367098408,1.4255799401920681,1.4287590509407886,1.6642446973494618,2.1622521611854064,1.3303648422573495,1.8705995681955416,87.94592620943372,68.60690375136295
79.71370998892911,67.74171248918518,44.9420645338987,32.517666028341466,85.44251995738934,100.0,77.9150019500735,62.19100637309916,63.896516211769374,63.978851797909364,81.87476908688163,63.78856120126193,64.08819112915323,91.12655180713409,81.76155625779398,1.9006989223232578,1.5905237775131396,2.2442600692370043,1.0792526453317708,1.416301509966194,1.2415707917458407,2.1806261416817683,63.99018789500401,66.33550269132215
61.37963886718184,70.1947903770852,84.53127045313839,68.23261712386501,67.23461140696178,77.32987498799102,72.78989660067741,94.35691112064525,100.0,72.08262772702835,64.27789111512794,55.02130334413371,84.5727606109232,69.88043228009911,68.75527113983958,1.5050423434882256,2.351746761355586,2.0860793348032205,1.9926261409915789,1.6270607467819054,1.5206481354282082,2.8358297183243057,70.372826645727,71.75638329264095
53.81544447997062,81.36248919602875,56.41112407719791,83.27611199866381,73.6786313395639,80.97220897683806,89.45888134583356,75.82798863795134,89.66771346981497,84.98816735559585,100.0,94.61946288824015,78.19089181787677,71.19435397400402,73.0002629022284,1.8947559847314834,2.497205140608815,2.076881914772353,1.3572172031444447,2.580611136577082,2.910483612633115,2.5354411460857342,85.86333018787163,79.72892594411239
96.98473153382331,82.8425323205325,75.89898945399493,93.00392624608244,100.0,74.13138375184637,78.74176418895108,100.0,39.22329451960445,77.8294662235197,98.17262193627388,83.31958062197711,66.05512966362119,72.61197432620041,70.2140562032295,2.3420524954673705,2.008927650741087,2.435922284937045,1.9829140592328363,1.5611517432417197,3.0,1.6079186289033403,77.7569243621612,78.14007420965986
71.61335549270197,66.39449994092132,79.16065406937288,68.05257956871901,53.64476044674116,63.97324798913118,80.98842289408991,50.617615947002506,66.52111891184394,99.12100870759093,84.06146139533351,50.64123236145049,82.92952223001839,90.19414327004672,61.280193970114055,2.0672916424061234,3.0,2.0246487126085793,3.0,2.085399451966901,2.1024945736544547,0.7269974676892652,94.96581295274622,76.05313608628124
76.01292307031886,74.63468111608526,95.40987893757976,68.82860089325996,47.22235902638012,72.21113278576844,100.0,66.6483184073495,47.82015993656918,59.465939159319085,95.4151005715466,86.44713451064486,83.19884588532958,72.3070524903612,61.68055595097567,2.6557404094801473,2.4120761817278193,2.2401146309528515,1.7453274518346458,1.9051108502160095,2.0744713981206444,2.1483862535421174,68.93879119131876,72.53817714399398
53.62877720679815,100.0,55.367694013213324,92.30851101383621,86.7538449719791,51.00907856708533,70.8731785761743,75.48958255036307,60.73963959877118,88.2158833808615,75.97187025185072,88.83721755349664,92.36279408714937,100.0,90.41825837150114,1.4292921038863904,1.8782594651835498,2.3579323147855735,2.097387002814034,2.2531817355310313,1.8318398140852394,2.3992840633742163,90.65255056257988,78.97830284172493
66.83425913212226,100.0,29.707317662687622,46.95387450456869,64.82035408058846,100.0,70.23358658973906,92.06071646443371,27.9222800064894,75.70948114693091,86.48156241562523,76.86564183451394,89.49220518613944,77.00640861081344,47.5775260810929,2.25011917534912,1.592146975950328,1.7478173998096966,2.4533241929046414,1.5719461736717848,1.532757325845249,1.4553877540633686,71.23778779595673,68.31749848648228
76.66383884564799,81.54485504511048,77.75774317130542,69.17218837225487,70.2264370838607,56.48232002366406,76.74867768018696,80.99204058903277,72.94515633459086,85.42003686177877,97.16580442953112,98.97166343627639,82.36911031089424,90.92677150437481,99.26038046167582,1.3758485990653408,1.5125578476804793,2.149591730406899,2.1401456459829533,2.0450417387700535,2.6875895288036222,1.9956052389386112,81.47895005855571,78.2058427202404
57.73509633866546,75.570052172523,100.0,77.85635834887587,63.28265432803329,59.52050574229231,91.07273903371558,79.65709131271127,57.87087271258032,68.45227705101685,78.68248022691469,78.25079463184325,58.08613573186855,87.0785978685661,69.85508661596651,2.047088234586821,2.1677106602401848,1.874606196394684,2.1462420939711477,2.084361288672939,2.936788196948568,1.8681504670634608,74.35622235762037,73.39478571603061
80.63547027518509,76.80046990077392,93.58419529409156,81.73828081927552,71.10299788848731,68.39611193420399,52.40198954714401,58.091043111687796,75.89857885194658,91.07520560835884,71.17219242728575,53.74764708076215,100.0,74.45329019612943,63.412370904117594,2.370166711278239,1.7556114775432965,1.9336591101400522,1.81879878315596,2.1150904031146096,1.5532904570803572,2.0521431611160996,100.0,77.4515938520814
65.99041965121792,84.20276959095625,78.14489122911938,67.35289960213676,98.97807168144512,94.32113587278566,45.51666162785242,57.64587904155793,50.623181116762126,79.42837137517864,49.43067062734326,80.47753501572481,53.94575683392284,66.19543520969304,86.09638936045904,1.8927487165878905,2.8368718769917125,1.838969301760834,1.8840610124693837,2.0395369289813066,1.9585808107876992,1.7276518564401437,71.60507837029964,70.15827601038134
